Log Date and Time Tue, 05 Aug 2008 08:19:22
Ambient Kiln Date Date2Num

(0, '81.27', '81.27', 'Mon, 04 Aug 2008 14:00:00', '733258.58333628008')
(2408, '82.62', '288.79', 'Mon, 04 Aug 2008 16:00:24', '733258.66695137019')
(2409, '82.62', '288.79', 'Mon, 04 Aug 2008 16:00:27', '733258.66698599188')
(2410, '82.62', '288.79', 'Mon, 04 Aug 2008 16:00:30', '733258.66702080937')
(2411, '82.62', '288.79', 'Mon, 04 Aug 2008 16:00:33', '733258.66705543105')
(2412, '82.62', '288.79', 'Mon, 04 Aug 2008 16:00:36', '733258.66709023691')
(2413, '82.62', '288.79', 'Mon, 04 Aug 2008 16:00:39', '733258.66712487012')
(2414, '82.62', '288.09', 'Mon, 04 Aug 2008 16:00:42', '733258.66715967597')
(2415, '82.85', '289.02', 'Mon, 04 Aug 2008 16:00:45', '733258.66719430895')
(2416, '82.62', '288.79', 'Mon, 04 Aug 2008 16:00:48', '733258.66722911526')
(2417, '82.62', '288.79', 'Mon, 04 Aug 2008 16:00:51', '733258.66726374812')
(2418, '82.62', '288.79', 'Mon, 04 Aug 2008 16:00:54', '733258.66729855421')
(2419, '82.62', '288.09', 'Mon, 04 Aug 2008 16:00:57', '733258.66733318742')
(2420, '82.62', '288.09', 'Mon, 04 Aug 2008 16:01:00', '733258.66736799304')
(2421, '82.62', '288.09', 'Mon, 04 Aug 2008 16:01:03', '733258.66740262706')
(2422, '82.62', '288.09', 'Mon, 04 Aug 2008 16:01:06', '733258.66743743198')
(2423, '82.62', '288.79', 'Mon, 04 Aug 2008 16:01:09', '733258.66747206531')
(2424, '82.62', '288.79', 'Mon, 04 Aug 2008 16:01:12', '733258.66750687128')
(2425, '82.62', '288.09', 'Mon, 04 Aug 2008 16:01:15', '733258.66754168971')
(2426, '82.62', '288.09', 'Mon, 04 Aug 2008 16:01:18', '733258.66757631034')
(2427, '82.62', '288.09', 'Mon, 04 Aug 2008 16:01:21', '733258.66761112888')
(2428, '82.62', '288.09', 'Mon, 04 Aug 2008 16:01:24', '733258.66764574952')
(2429, '82.85', '288.32', 'Mon, 04 Aug 2008 16:01:27', '733258.66768056806')
(2430, '82.62', '288.09', 'Mon, 04 Aug 2008 16:01:30', '733258.66771518870')
(2431, '82.62', '288.09', 'Mon, 04 Aug 2008 16:01:33', '733258.66775000677')
(2432, '82.62', '288.09', 'Mon, 04 Aug 2008 16:01:36', '733258.66778462788')
(2433, '82.62', '287.38', 'Mon, 04 Aug 2008 16:01:39', '733258.66781944572')
(2434, '82.62', '287.38', 'Mon, 04 Aug 2008 16:01:42', '733258.66785406694')
(2435, '82.62', '288.09', 'Mon, 04 Aug 2008 16:01:45', '733258.66788887407')
(2436, '82.85', '287.62', 'Mon, 04 Aug 2008 16:01:48', '733258.66792350635')
(2437, '82.62', '287.38', 'Mon, 04 Aug 2008 16:01:51', '733258.66795831302')
(2438, '82.85', '287.62', 'Mon, 04 Aug 2008 16:01:54', '733258.66799294460')
(2439, '82.62', '288.09', 'Mon, 04 Aug 2008 16:01:57', '733258.66802775161')
(2440, '82.62', '287.38', 'Mon, 04 Aug 2008 16:02:00', '733258.66806257039')
(2441, '82.62', '287.38', 'Mon, 04 Aug 2008 16:02:03', '733258.66809719091')
(2442, '82.62', '287.38', 'Mon, 04 Aug 2008 16:02:06', '733258.66813182284')
(2443, '82.62', '287.38', 'Mon, 04 Aug 2008 16:02:09', '733258.66816662997')
(2444, '82.62', '287.38', 'Mon, 04 Aug 2008 16:02:12', '733258.66820126213')
(2445, '82.62', '286.70', 'Mon, 04 Aug 2008 16:02:15', '733258.66823606892')
(2446, '82.62', '287.38', 'Mon, 04 Aug 2008 16:02:18', '733258.66827070131')
(2447, '82.62', '287.38', 'Mon, 04 Aug 2008 16:02:21', '733258.66830550821')
(2448, '82.62', '287.38', 'Mon, 04 Aug 2008 16:02:24', '733258.66834014049')
(2449, '82.62', '287.38', 'Mon, 04 Aug 2008 16:02:27', '733258.66837494727')
(2450, '82.62', '287.38', 'Mon, 04 Aug 2008 16:02:30', '733258.66840957967')
(2451, '82.62', '286.70', 'Mon, 04 Aug 2008 16:02:33', '733258.66844438680')
(2452, '82.62', '286.70', 'Mon, 04 Aug 2008 16:02:36', '733258.66847920395')
(2453, '82.62', '286.70', 'Mon, 04 Aug 2008 16:02:39', '733258.66851382505')
(2454, '82.62', '286.70', 'Mon, 04 Aug 2008 16:02:42', '733258.66854864277')
(2455, '82.62', '287.38', 'Mon, 04 Aug 2008 16:02:45', '733258.66858326423')
(2456, '82.62', '286.70', 'Mon, 04 Aug 2008 16:02:48', '733258.66861807019')
(2457, '82.62', '287.38', 'Mon, 04 Aug 2008 16:02:51', '733258.66865270329')
(2458, '82.62', '286.70', 'Mon, 04 Aug 2008 16:02:54', '733258.66868750926')
(2459, '82.62', '286.00', 'Mon, 04 Aug 2008 16:02:57', '733258.66872214258')
(2460, '82.85', '286.93', 'Mon, 04 Aug 2008 16:03:00', '733258.66875694855')
(2461, '82.62', '286.70', 'Mon, 04 Aug 2008 16:03:03', '733258.66879158153')
(2462, '82.85', '286.93', 'Mon, 04 Aug 2008 16:03:06', '733258.66882638750')
(2463, '82.62', '286.70', 'Mon, 04 Aug 2008 16:03:09', '733258.66886102059')
(2464, '82.62', '286.00', 'Mon, 04 Aug 2008 16:03:12', '733258.66889582667')
(2465, '82.62', '286.00', 'Mon, 04 Aug 2008 16:03:15', '733258.66893045988')
(2466, '82.62', '286.00', 'Mon, 04 Aug 2008 16:03:18', '733258.66896526585')
(2467, '82.85', '286.23', 'Mon, 04 Aug 2008 16:03:21', '733258.66900008440')
(2468, '82.62', '286.00', 'Mon, 04 Aug 2008 16:03:24', '733258.66903470445')
(2469, '82.85', '286.93', 'Mon, 04 Aug 2008 16:03:27', '733258.66906952299')
(2470, '82.85', '286.23', 'Mon, 04 Aug 2008 16:03:30', '733258.66910414374')
(2471, '82.85', '286.23', 'Mon, 04 Aug 2008 16:03:33', '733258.66913896229')
(2472, '82.62', '286.00', 'Mon, 04 Aug 2008 16:03:36', '733258.66917358281')
(2473, '82.62', '286.00', 'Mon, 04 Aug 2008 16:03:39', '733258.66920840112')
(2474, '82.62', '286.00', 'Mon, 04 Aug 2008 16:03:42', '733258.66924302198')
(2475, '82.62', '286.00', 'Mon, 04 Aug 2008 16:03:45', '733258.66927784041')
(2476, '82.62', '286.00', 'Mon, 04 Aug 2008 16:03:48', '733258.66931246105')
(2477, '82.62', '286.00', 'Mon, 04 Aug 2008 16:03:51', '733258.66934727947')
(2478, '82.62', '285.30', 'Mon, 04 Aug 2008 16:03:54', '733258.66938190022')
(2479, '82.62', '285.30', 'Mon, 04 Aug 2008 16:03:57', '733258.66941670713')
(2480, '82.62', '285.30', 'Mon, 04 Aug 2008 16:04:00', '733258.66945133940')
(2481, '82.62', '285.30', 'Mon, 04 Aug 2008 16:04:03', '733258.66948614572')
(2482, '82.62', '285.30', 'Mon, 04 Aug 2008 16:04:06', '733258.66952077858')
(2483, '82.62', '285.30', 'Mon, 04 Aug 2008 16:04:09', '733258.66955558502')
(2484, '82.62', '285.30', 'Mon, 04 Aug 2008 16:04:12', '733258.66959021776')
(2485, '82.62', '285.30', 'Mon, 04 Aug 2008 16:04:15', '733258.66962502443')
(2486, '82.62', '285.30', 'Mon, 04 Aug 2008 16:04:18', '733258.66965965636')
(2487, '82.85', '284.85', 'Mon, 04 Aug 2008 16:04:21', '733258.66969446314')
(2488, '82.62', '285.30', 'Mon, 04 Aug 2008 16:04:24', '733258.66972909542')
(2489, '82.62', '285.30', 'Mon, 04 Aug 2008 16:04:27', '733258.66976390220')
(2490, '82.85', '284.85', 'Mon, 04 Aug 2008 16:04:30', '733258.66979853471')
(2491, '82.62', '285.30', 'Mon, 04 Aug 2008 16:04:33', '733258.66983334161')
(2492, '82.85', '284.85', 'Mon, 04 Aug 2008 16:04:36', '733258.66986797377')
(2493, '82.62', '284.61', 'Mon, 04 Aug 2008 16:04:39', '733258.66990278056')
(2494, '82.85', '284.85', 'Mon, 04 Aug 2008 16:04:42', '733258.66993741295')
(2495, '82.85', '285.53', 'Mon, 04 Aug 2008 16:04:45', '733258.66997221974')
(2496, '82.62', '284.61', 'Mon, 04 Aug 2008 16:04:48', '733258.67000685201')
(2497, '82.62', '284.61', 'Mon, 04 Aug 2008 16:04:51', '733258.67004165880')
(2498, '82.85', '284.85', 'Mon, 04 Aug 2008 16:04:54', '733258.67007629119')
(2499, '82.85', '284.85', 'Mon, 04 Aug 2008 16:04:57', '733258.67011109751')
(2500, '82.85', '284.85', 'Mon, 04 Aug 2008 16:05:00', '733258.67014591559')
(2501, '82.62', '284.61', 'Mon, 04 Aug 2008 16:05:03', '733258.67018053681')
(2502, '82.62', '284.61', 'Mon, 04 Aug 2008 16:05:06', '733258.67021535418')
(2503, '82.62', '284.61', 'Mon, 04 Aug 2008 16:05:09', '733258.67024997575')
(2504, '82.62', '283.91', 'Mon, 04 Aug 2008 16:05:12', '733258.67028478172')
(2505, '82.85', '284.14', 'Mon, 04 Aug 2008 16:05:15', '733258.67031941493')
(2506, '82.62', '283.91', 'Mon, 04 Aug 2008 16:05:18', '733258.67035422090')
(2507, '82.62', '283.91', 'Mon, 04 Aug 2008 16:05:21', '733258.67038885411')
(2508, '82.62', '284.61', 'Mon, 04 Aug 2008 16:05:24', '733258.67042365996')
(2509, '82.62', '283.91', 'Mon, 04 Aug 2008 16:05:27', '733258.67045829329')
(2510, '82.85', '284.14', 'Mon, 04 Aug 2008 16:05:30', '733258.67049309937')
(2511, '82.85', '284.14', 'Mon, 04 Aug 2008 16:05:33', '733258.67052791780')
(2512, '82.62', '284.61', 'Mon, 04 Aug 2008 16:05:36', '733258.67056253832')
(2513, '82.85', '283.46', 'Mon, 04 Aug 2008 16:05:39', '733258.67059735674')
(2514, '82.85', '284.14', 'Mon, 04 Aug 2008 16:05:42', '733258.67063197715')
(2515, '82.62', '283.23', 'Mon, 04 Aug 2008 16:05:45', '733258.67066679604')
(2516, '82.62', '283.91', 'Mon, 04 Aug 2008 16:05:48', '733258.67070141609')
(2517, '82.62', '283.91', 'Mon, 04 Aug 2008 16:05:51', '733258.67073623475')
(2518, '82.62', '283.23', 'Mon, 04 Aug 2008 16:05:54', '733258.67077085527')
(2519, '82.62', '283.23', 'Mon, 04 Aug 2008 16:05:57', '733258.67080567370')
(2520, '82.62', '283.91', 'Mon, 04 Aug 2008 16:06:00', '733258.67084029445')
(2521, '82.62', '283.23', 'Mon, 04 Aug 2008 16:06:03', '733258.67087511346')
(2522, '82.62', '283.91', 'Mon, 04 Aug 2008 16:06:06', '733258.67090991873')
(2523, '82.62', '283.23', 'Mon, 04 Aug 2008 16:06:09', '733258.67094455205')
(2524, '82.62', '283.23', 'Mon, 04 Aug 2008 16:06:12', '733258.67097935779')
(2525, '82.62', '283.23', 'Mon, 04 Aug 2008 16:06:15', '733258.67101397947')
(2526, '82.85', '283.46', 'Mon, 04 Aug 2008 16:06:18', '733258.67104879708')
(2527, '82.62', '283.91', 'Mon, 04 Aug 2008 16:06:21', '733258.67108341877')
(2528, '82.62', '283.23', 'Mon, 04 Aug 2008 16:06:24', '733258.67111823603')
(2529, '82.85', '282.76', 'Mon, 04 Aug 2008 16:06:27', '733258.67115285806')
(2530, '82.62', '283.91', 'Mon, 04 Aug 2008 16:06:30', '733258.67118767544')
(2531, '82.85', '283.46', 'Mon, 04 Aug 2008 16:06:33', '733258.67122229713')
(2532, '82.85', '283.46', 'Mon, 04 Aug 2008 16:06:36', '733258.67125711404')
(2533, '82.62', '282.52', 'Mon, 04 Aug 2008 16:06:39', '733258.67129173607')
(2534, '82.62', '283.91', 'Mon, 04 Aug 2008 16:06:42', '733258.67132655310')
(2535, '82.62', '283.23', 'Mon, 04 Aug 2008 16:06:45', '733258.67136117467')
(2536, '82.62', '282.52', 'Mon, 04 Aug 2008 16:06:48', '733258.67139599216')
(2537, '82.62', '282.52', 'Mon, 04 Aug 2008 16:06:51', '733258.67143061396')
(2538, '82.62', '283.23', 'Mon, 04 Aug 2008 16:06:54', '733258.67146543134')
(2539, '82.62', '283.23', 'Mon, 04 Aug 2008 16:06:57', '733258.67150005302')
(2540, '82.62', '282.52', 'Mon, 04 Aug 2008 16:07:00', '733258.67153487052')
(2541, '82.85', '282.76', 'Mon, 04 Aug 2008 16:07:03', '733258.67156949244')
(2542, '82.62', '282.52', 'Mon, 04 Aug 2008 16:07:06', '733258.67160430970')
(2543, '82.62', '282.52', 'Mon, 04 Aug 2008 16:07:09', '733258.67163893138')
(2544, '82.62', '282.52', 'Mon, 04 Aug 2008 16:07:12', '733258.67167374876')
(2545, '82.62', '282.52', 'Mon, 04 Aug 2008 16:07:15', '733258.67170837056')
(2546, '82.62', '282.52', 'Mon, 04 Aug 2008 16:07:18', '733258.67174317630')
(2547, '82.62', '281.82', 'Mon, 04 Aug 2008 16:07:21', '733258.67177799437')
(2548, '82.62', '282.52', 'Mon, 04 Aug 2008 16:07:24', '733258.67181261547')
(2549, '82.62', '282.52', 'Mon, 04 Aug 2008 16:07:27', '733258.67184743343')
(2550, '82.62', '281.82', 'Mon, 04 Aug 2008 16:07:30', '733258.67188205419')
(2551, '82.85', '282.06', 'Mon, 04 Aug 2008 16:07:33', '733258.67191687273')
(2552, '82.62', '281.82', 'Mon, 04 Aug 2008 16:07:36', '733258.67195149325')
(2553, '82.62', '281.82', 'Mon, 04 Aug 2008 16:07:39', '733258.67198631179')
(2554, '82.62', '281.82', 'Mon, 04 Aug 2008 16:07:42', '733258.67202093243')
(2555, '82.62', '281.82', 'Mon, 04 Aug 2008 16:07:45', '733258.67205575085')
(2556, '82.85', '282.06', 'Mon, 04 Aug 2008 16:07:48', '733258.67209037149')
(2557, '82.62', '281.82', 'Mon, 04 Aug 2008 16:07:51', '733258.67212519015')
(2558, '82.62', '281.82', 'Mon, 04 Aug 2008 16:07:54', '733258.67215981067')
(2559, '82.62', '281.82', 'Mon, 04 Aug 2008 16:07:57', '733258.67219462909')
(2560, '82.62', '282.52', 'Mon, 04 Aug 2008 16:08:00', '733258.67222924985')
(2561, '82.62', '282.52', 'Mon, 04 Aug 2008 16:08:03', '733258.67226406885')
(2562, '82.62', '281.14', 'Mon, 04 Aug 2008 16:08:06', '733258.67229868856')
(2563, '82.85', '282.06', 'Mon, 04 Aug 2008 16:08:09', '733258.67233350745')
(2564, '82.62', '281.14', 'Mon, 04 Aug 2008 16:08:12', '733258.67236812762')
(2565, '82.62', '281.82', 'Mon, 04 Aug 2008 16:08:15', '733258.67240294605')
(2566, '82.62', '281.14', 'Mon, 04 Aug 2008 16:08:18', '733258.67243756680')
(2567, '82.62', '281.82', 'Mon, 04 Aug 2008 16:08:21', '733258.67247238511')
(2568, '82.62', '281.14', 'Mon, 04 Aug 2008 16:08:24', '733258.67250700598')
(2569, '82.62', '281.14', 'Mon, 04 Aug 2008 16:08:27', '733258.67254181276')
(2570, '82.62', '281.14', 'Mon, 04 Aug 2008 16:08:30', '733258.67257644515')
(2571, '82.62', '280.44', 'Mon, 04 Aug 2008 16:08:33', '733258.67261125206')
(2572, '82.62', '281.14', 'Mon, 04 Aug 2008 16:08:36', '733258.67264588422')
(2573, '82.62', '281.14', 'Mon, 04 Aug 2008 16:08:39', '733258.67268069123')
(2574, '82.62', '281.14', 'Mon, 04 Aug 2008 16:08:42', '733258.67271532328')
(2575, '82.85', '281.37', 'Mon, 04 Aug 2008 16:08:45', '733258.67275013018')
(2576, '82.62', '281.14', 'Mon, 04 Aug 2008 16:08:48', '733258.67278476246')
(2577, '82.62', '281.14', 'Mon, 04 Aug 2008 16:08:51', '733258.67281956901')
(2578, '82.62', '281.14', 'Mon, 04 Aug 2008 16:08:54', '733258.67285438685')
(2579, '82.85', '281.37', 'Mon, 04 Aug 2008 16:08:57', '733258.67288900795')
(2580, '82.85', '280.67', 'Mon, 04 Aug 2008 16:09:00', '733258.67292382545')
(2581, '82.85', '280.67', 'Mon, 04 Aug 2008 16:09:03', '733258.67295844725')
(2582, '82.62', '280.44', 'Mon, 04 Aug 2008 16:09:06', '733258.67299326451')
(2583, '82.62', '280.44', 'Mon, 04 Aug 2008 16:09:09', '733258.67302788619')
(2584, '82.62', '281.14', 'Mon, 04 Aug 2008 16:09:12', '733258.67306270381')
(2585, '82.62', '280.44', 'Mon, 04 Aug 2008 16:09:15', '733258.67309732549')
(2586, '82.62', '280.44', 'Mon, 04 Aug 2008 16:09:18', '733258.67313214287')
(2587, '82.62', '280.44', 'Mon, 04 Aug 2008 16:09:21', '733258.67316676443')
(2588, '82.85', '280.67', 'Mon, 04 Aug 2008 16:09:24', '733258.67320158193')
(2589, '82.85', '279.99', 'Mon, 04 Aug 2008 16:09:27', '733258.67323620373')
(2590, '82.62', '279.75', 'Mon, 04 Aug 2008 16:09:30', '733258.67327102122')
(2591, '82.85', '280.67', 'Mon, 04 Aug 2008 16:09:33', '733258.67330564291')
(2592, '82.62', '279.75', 'Mon, 04 Aug 2008 16:09:36', '733258.67334044876')
(2593, '82.62', '280.44', 'Mon, 04 Aug 2008 16:09:39', '733258.67337526719')
(2594, '82.85', '280.67', 'Mon, 04 Aug 2008 16:09:42', '733258.67340988794')
(2595, '82.62', '279.75', 'Mon, 04 Aug 2008 16:09:45', '733258.67344470567')
(2596, '82.62', '279.75', 'Mon, 04 Aug 2008 16:09:48', '733258.67347932654')
(2597, '82.85', '279.99', 'Mon, 04 Aug 2008 16:09:51', '733258.67351414496')
(2598, '82.85', '279.99', 'Mon, 04 Aug 2008 16:09:54', '733258.67354876560')
(2599, '82.62', '279.75', 'Mon, 04 Aug 2008 16:09:57', '733258.67358358402')
(2600, '82.62', '279.05', 'Mon, 04 Aug 2008 16:10:00', '733258.67361820489')
(2601, '82.85', '279.99', 'Mon, 04 Aug 2008 16:10:03', '733258.67365302308')
(2602, '82.62', '279.75', 'Mon, 04 Aug 2008 16:10:06', '733258.67368764384')
(2603, '82.62', '279.05', 'Mon, 04 Aug 2008 16:10:09', '733258.67372246191')
(2604, '82.62', '279.05', 'Mon, 04 Aug 2008 16:10:12', '733258.67375708313')
(2605, '82.85', '279.28', 'Mon, 04 Aug 2008 16:10:15', '733258.67379190086')
(2606, '82.62', '279.05', 'Mon, 04 Aug 2008 16:10:18', '733258.67382652219')
(2607, '82.85', '279.28', 'Mon, 04 Aug 2008 16:10:21', '733258.67386134004')
(2608, '82.85', '279.28', 'Mon, 04 Aug 2008 16:10:24', '733258.67389596137')
(2609, '82.85', '279.28', 'Mon, 04 Aug 2008 16:10:27', '733258.67393077922')
(2610, '82.62', '279.05', 'Mon, 04 Aug 2008 16:10:30', '733258.67396540008')
(2611, '82.62', '279.05', 'Mon, 04 Aug 2008 16:10:33', '733258.67400021863')
(2612, '82.85', '279.28', 'Mon, 04 Aug 2008 16:10:36', '733258.67403483915')
(2613, '82.85', '279.28', 'Mon, 04 Aug 2008 16:10:39', '733258.67406964616')
(2614, '82.62', '279.05', 'Mon, 04 Aug 2008 16:10:42', '733258.67410427833')
(2615, '82.62', '279.05', 'Mon, 04 Aug 2008 16:10:45', '733258.67413908488')
(2616, '82.62', '278.35', 'Mon, 04 Aug 2008 16:10:48', '733258.67417371739')
(2617, '82.62', '278.35', 'Mon, 04 Aug 2008 16:10:51', '733258.67420852405')
(2618, '82.85', '278.58', 'Mon, 04 Aug 2008 16:10:54', '733258.67424315645')
(2619, '82.62', '279.05', 'Mon, 04 Aug 2008 16:10:57', '733258.67427796323')
(2620, '82.62', '278.35', 'Mon, 04 Aug 2008 16:11:00', '733258.67431259586')
(2621, '82.85', '278.58', 'Mon, 04 Aug 2008 16:11:03', '733258.67434740253')
(2622, '82.62', '278.35', 'Mon, 04 Aug 2008 16:11:06', '733258.67438203481')
(2623, '82.85', '278.58', 'Mon, 04 Aug 2008 16:11:09', '733258.67441684182')
(2624, '82.62', '278.35', 'Mon, 04 Aug 2008 16:11:12', '733258.67445165932')
(2625, '82.85', '278.58', 'Mon, 04 Aug 2008 16:11:15', '733258.67448628054')
(2626, '82.85', '278.58', 'Mon, 04 Aug 2008 16:11:18', '733258.67452109791')
(2627, '82.62', '278.35', 'Mon, 04 Aug 2008 16:11:21', '733258.67455571960')
(2628, '82.62', '278.35', 'Mon, 04 Aug 2008 16:11:24', '733258.67459053698')
(2629, '82.62', '278.35', 'Mon, 04 Aug 2008 16:11:27', '733258.67462515866')
(2630, '82.62', '278.35', 'Mon, 04 Aug 2008 16:11:30', '733258.67465997615')
(2631, '82.62', '278.35', 'Mon, 04 Aug 2008 16:11:33', '733258.67469459795')
(2632, '82.62', '277.66', 'Mon, 04 Aug 2008 16:11:36', '733258.67472940369')
(2633, '82.62', '278.35', 'Mon, 04 Aug 2008 16:11:39', '733258.67476403690')
(2634, '82.85', '277.90', 'Mon, 04 Aug 2008 16:11:42', '733258.67479884275')
(2635, '82.62', '278.35', 'Mon, 04 Aug 2008 16:11:45', '733258.67483347619')
(2636, '82.62', '278.35', 'Mon, 04 Aug 2008 16:11:48', '733258.67486828193')
(2637, '82.62', '277.66', 'Mon, 04 Aug 2008 16:11:51', '733258.67490291526')
(2638, '82.85', '279.28', 'Mon, 04 Aug 2008 16:11:54', '733258.67493772111')
(2639, '82.62', '279.05', 'Mon, 04 Aug 2008 16:11:57', '733258.67497235443')
(2640, '82.62', '278.35', 'Mon, 04 Aug 2008 16:12:00', '733258.67500715994')
(2641, '82.62', '279.05', 'Mon, 04 Aug 2008 16:12:03', '733258.67504197836')
(2642, '82.62', '279.05', 'Mon, 04 Aug 2008 16:12:06', '733258.67507659900')
(2643, '82.62', '279.05', 'Mon, 04 Aug 2008 16:12:09', '733258.67511141743')
(2644, '82.62', '280.44', 'Mon, 04 Aug 2008 16:12:12', '733258.67514603806')
(2645, '82.62', '279.75', 'Mon, 04 Aug 2008 16:12:15', '733258.67518085649')
(2646, '82.62', '279.75', 'Mon, 04 Aug 2008 16:12:18', '733258.67521547712')
(2647, '82.62', '279.75', 'Mon, 04 Aug 2008 16:12:21', '733258.67525029567')
(2648, '82.62', '280.44', 'Mon, 04 Aug 2008 16:12:24', '733258.67528491642')
(2649, '82.85', '281.37', 'Mon, 04 Aug 2008 16:12:27', '733258.67531973519')
(2650, '82.62', '281.14', 'Mon, 04 Aug 2008 16:12:30', '733258.67535435560')
(2651, '82.62', '281.14', 'Mon, 04 Aug 2008 16:12:33', '733258.67538916261')
(2652, '82.85', '281.37', 'Mon, 04 Aug 2008 16:12:36', '733258.67542397988')
(2653, '82.62', '281.82', 'Mon, 04 Aug 2008 16:12:39', '733258.67545860144')
(2654, '82.62', '281.82', 'Mon, 04 Aug 2008 16:12:42', '733258.67549341905')
(2655, '82.62', '282.52', 'Mon, 04 Aug 2008 16:12:45', '733258.67552804085')
(2656, '82.85', '282.76', 'Mon, 04 Aug 2008 16:12:48', '733258.67556285835')
(2657, '82.85', '282.76', 'Mon, 04 Aug 2008 16:12:51', '733258.67559747980')
(2658, '82.62', '283.23', 'Mon, 04 Aug 2008 16:12:54', '733258.67563229683')
(2659, '82.62', '283.23', 'Mon, 04 Aug 2008 16:12:57', '733258.67566691851')
(2660, '82.85', '283.46', 'Mon, 04 Aug 2008 16:13:00', '733258.67570173601')
(2661, '82.85', '284.14', 'Mon, 04 Aug 2008 16:13:03', '733258.67573635757')
(2662, '82.85', '283.46', 'Mon, 04 Aug 2008 16:13:06', '733258.67577117495')
(2663, '82.85', '284.14', 'Mon, 04 Aug 2008 16:13:09', '733258.67580579675')
(2664, '82.62', '284.61', 'Mon, 04 Aug 2008 16:13:12', '733258.67584061425')
(2665, '82.62', '284.61', 'Mon, 04 Aug 2008 16:13:15', '733258.67587523581')
(2666, '82.85', '284.85', 'Mon, 04 Aug 2008 16:13:18', '733258.67591005343')
(2667, '82.85', '285.53', 'Mon, 04 Aug 2008 16:13:21', '733258.67594467499')
(2668, '82.62', '285.30', 'Mon, 04 Aug 2008 16:13:24', '733258.67597949260')
(2669, '82.85', '286.23', 'Mon, 04 Aug 2008 16:13:27', '733258.67601411417')
(2670, '82.85', '286.23', 'Mon, 04 Aug 2008 16:13:30', '733258.67604893178')
(2671, '82.85', '286.23', 'Mon, 04 Aug 2008 16:13:33', '733258.67608373810')
(2672, '82.62', '286.00', 'Mon, 04 Aug 2008 16:13:36', '733258.67611837084')
(2673, '82.85', '286.93', 'Mon, 04 Aug 2008 16:13:39', '733258.67615317705')
(2674, '82.85', '286.93', 'Mon, 04 Aug 2008 16:13:42', '733258.67618779792')
(2675, '82.85', '286.93', 'Mon, 04 Aug 2008 16:13:45', '733258.67622261622')
(2676, '82.62', '287.38', 'Mon, 04 Aug 2008 16:13:48', '733258.67625723698')
(2677, '82.62', '287.38', 'Mon, 04 Aug 2008 16:13:51', '733258.67629205529')
(2678, '82.85', '288.32', 'Mon, 04 Aug 2008 16:13:54', '733258.67632667627')
(2679, '82.85', '288.32', 'Mon, 04 Aug 2008 16:13:57', '733258.67636149458')
(2680, '82.62', '288.79', 'Mon, 04 Aug 2008 16:14:00', '733258.67639611533')
(2681, '82.85', '289.02', 'Mon, 04 Aug 2008 16:14:03', '733258.67643093376')
(2682, '82.85', '289.71', 'Mon, 04 Aug 2008 16:14:06', '733258.67646555474')
(2683, '82.85', '289.71', 'Mon, 04 Aug 2008 16:14:09', '733258.67650037271')
(2684, '82.62', '289.47', 'Mon, 04 Aug 2008 16:14:12', '733258.67653499369')
(2685, '82.62', '290.17', 'Mon, 04 Aug 2008 16:14:15', '733258.67656981188')
(2686, '82.62', '290.17', 'Mon, 04 Aug 2008 16:14:18', '733258.67660443275')
(2687, '82.62', '290.86', 'Mon, 04 Aug 2008 16:14:21', '733258.67663925118')
(2688, '82.62', '290.86', 'Mon, 04 Aug 2008 16:14:24', '733258.67667387135')
(2689, '82.62', '290.86', 'Mon, 04 Aug 2008 16:14:27', '733258.67670868977')
(2690, '82.62', '291.56', 'Mon, 04 Aug 2008 16:14:30', '733258.67674331064')
